Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,PC_m
POL,EN_INDCi2030_1200,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,26.3743,26.2189,25.0983,24.5411,20.8829,17.7004,15.1691,13.2494,11.7381,10.2988,8.9825,7.775,6.7361,3
POL,EN_INDCi2030_1200,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,9178.9477,6243.1999,3266.7134,540.2435,-1974.2377,-5030.1754,-6184.4932,-6508.1794,-6825.3265,-7122.6572,-7419.2579,-7674.1775,-7853.8178,3
POL,EN_INDCi2030_1200,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.2402,6.8893,6.5243,6.1465,5.7918,5.4585,5.1231,4.7834,4.4459,4.1068,3.7775,3.4551,3.1425,3
POL,EN_INDCi2030_1200,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,2.038,2.1709,2.0049,1.3718,0.8684,0.7451,0.6449,0.5902,0.5361,0.4878,0.4437,0.4047,0.3751,3
POL,EN_INDCi2030_1200,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.1603,0.1369,0.1091,0.0653,0.0344,0.0224,0.0153,0.0112,0.0082,0.0059,0.0044,0.0032,0.0024,3
POL,EN_INDCi2030_1200f,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,27124.4309,24837.7832,21698.915,18005.7788,12821.0196,6738.3532,1687.706,-2495.4663,-5937.1781,-6000.0,-6000.0,-6000.0,-6000.0,3
POL,EN_INDCi2030_1200f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,-63.6722,-1455.3161,-2460.6904,-2564.5735,-2377.9803,-2381.9884,-2806.2231,-2885.513,-2698.8727,-2458.9013,-2216.8849,-1972.0887,-1736.9066,3
POL,EN_INDCi2030_1200f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,27098.4313,26199.1825,24062.6055,20471.7258,15100.8778,9021.0377,4392.4226,287.1133,-3342.3976,-3647.5284,-3891.7569,-4138.6753,-4375.8999,3
POL,EN_INDCi2030_1200f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,3393.9178,3874.0472,3985.9651,3493.7075,2044.4356,1327.4072,1080.3897,792.2272,571.7203,590.7232,600.7556,605.8731,602.8699,3
POL,EN_INDCi2030_1200f,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,113.4911,123.6065,121.4582,120.7011,107.1097,90.3233,78.2422,67.5629,57.6687,51.6148,45.9693,40.6784,35.8333,3
POL,EN_INDCi2030_1200f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,29.4827,30.6183,29.2067,28.8194,26.6372,22.9011,19.9037,17.319,14.8992,13.1958,11.6078,10.1199,8.7707,3
POL,EN_INDCi2030_1200f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,9914.0055,7150.2598,4233.3118,1630.2711,349.8891,-2259.0016,-5128.1123,-7422.198,-9261.3397,-9745.8855,-10150.0,-10523.0,-10831.0,3
POL,EN_INDCi2030_1200f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.2687,6.9183,6.5409,6.1585,5.7784,5.4491,5.116,4.7815,4.4476,4.1139,3.7871,3.4667,3.1554,3
POL,EN_INDCi2030_1200f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,2.8756,3.2635,2.8093,1.9277,0.9127,0.6818,0.6917,0.5743,0.4351,0.3909,0.3525,0.3163,0.2856,3
POL,EN_INDCi2030_1200f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.2007,0.1836,0.1368,0.0841,0.0373,0.022,0.016,0.0102,0.0062,0.0047,0.0035,0.0026,0.0019,3
POL,EN_INDCi2030_1400,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,28328.5573,26395.6129,23381.7486,19883.555,16064.976,9605.1529,4116.2194,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,3
POL,EN_INDCi2030_1400,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,-48.9592,-1319.1183,-2190.0984,-2265.6454,-2077.9481,-2011.3799,-2462.5219,-2829.6349,-2747.6177,-2501.301,-2227.905,-1973.0272,-1737.3608,3
POL,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,28287.246,27620.227,25474.5397,22050.1445,18043.2477,11516.9141,6477.12,2726.1059,2641.7917,2393.3291,2117.8323,1860.8826,1623.2105,3
POL,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,3632.6354,4193.6581,4156.1405,3747.0678,2759.1465,1542.6608,1195.7909,968.0942,950.9138,943.4429,934.6373,923.9902,913.8414,3
POL,EN_INDCi2030_1400,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,122.2666,136.3285,132.2387,131.5341,125.2836,106.6402,92.667,82.0503,74.339,66.669,59.4179,52.8255,46.6623,3
POL,EN_INDCi2030_1400,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,31.7392,33.8235,31.9588,31.501,30.9619,27.1749,23.7919,21.1345,19.0438,16.947,14.9503,13.1536,11.4604,3
POL,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,10463.1965,7742.1489,5192.9425,2533.4014,939.0415,-1055.1363,-3856.2649,-6108.635,-6315.8381,-6621.9247,-6951.6835,-7186.0909,-7423.0808,3
POL,EN_INDCi2030_1400,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.283,6.9299,6.5467,6.164,5.7875,5.4408,5.1101,4.779,4.4409,4.1019,3.7724,3.4502,3.1376,3
POL,EN_INDCi2030_1400,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,3.3543,3.9368,3.1141,2.1923,1.3068,0.7532,0.7202,0.6712,0.61,0.5503,0.4956,0.4524,0.4112,3
POL,EN_INDCi2030_1400,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.2227,0.2058,0.1456,0.0915,0.0491,0.0238,0.0167,0.0116,0.0086,0.0062,0.0046,0.0033,0.0025,3
POL,EN_INDCi2030_1400f,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,30217.2408,28413.4837,25556.7525,22301.6657,18863.7622,14146.8057,7991.1557,2806.647,-1523.7282,-4944.5245,-6000.0,-6000.0,-6000.0,3
POL,EN_INDCi2030_1400f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,-26.4325,-1183.7699,-1846.5406,-1839.1625,-1668.1801,-1616.8902,-1964.7481,-2555.2652,-2699.3231,-2549.8389,-2337.0725,-2136.3864,-1923.6402,3
POL,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,30152.2853,29502.0021,27305.4233,24041.2154,20431.5174,15662.6658,9853.7367,5257.892,1070.2345,-2501.1898,-3771.342,-3974.2531,-4189.1022,3
POL,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,4106.1524,4499.7258,4372.2264,4003.7414,3157.9837,2184.4745,1471.9827,1155.8094,848.7105,626.8397,580.1814,593.0919,599.8672,3
POL,EN_INDCi2030_1400f,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,133.3868,141.3648,134.5958,132.7714,130.1426,116.6201,101.2795,90.7942,79.6525,68.3708,60.1218,53.5879,47.4063,3
POL,EN_INDCi2030_1400f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,34.3886,34.885,32.4193,31.692,32.0387,29.4422,26.0013,23.3924,20.6432,17.8178,15.5953,13.7666,12.0387,3
POL,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,11059.4148,8837.9705,6454.9386,3831.1504,2186.7057,243.1048,-2260.7789,-4935.4245,-7111.7095,-9005.394,-9831.6108,-10175.0,-10484.0,3
POL,EN_INDCi2030_1400f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.3065,6.9419,6.5534,6.1688,5.7916,5.4292,5.0983,4.7647,4.438,4.1036,3.7782,3.4591,3.1482,3
POL,EN_INDCi2030_1400f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,4.4109,4.6398,3.474,2.4575,1.5273,0.9838,0.774,0.7374,0.5941,0.4557,0.3881,0.3536,0.3199,3
POL,EN_INDCi2030_1400f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.2695,0.2311,0.1576,0.0993,0.0553,0.0303,0.0182,0.0129,0.008,0.005,0.0035,0.0027,0.002,3
POL,EN_INDCi2030_1600,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,31501.0837,29552.0298,26782.1093,23659.1842,20367.4482,16336.6104,10465.5557,4904.1924,233.0001,-0.01,-0.01,-0.01,-0.01,3
POL,EN_INDCi2030_1600,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,-12.65,-1111.355,-1697.9221,-1675.1535,-1509.7609,-1461.6905,-1762.8619,-2343.7045,-2615.7641,-2504.9778,-2278.1066,-2039.1374,-1817.2423,3
POL,EN_INDCi2030_1600,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,31421.442,30567.7399,28381.7407,25234.3045,21776.2523,17696.5307,12125.8389,7143.5065,2742.9898,2397.0637,2168.0625,1927.0146,1703.1074,3
POL,EN_INDCi2030_1600,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,4493.4388,4637.645,4518.5746,4169.1739,3401.9931,2536.6166,1691.2626,1303.1598,967.8055,936.7862,927.9537,919.1253,913.7036,3
POL,EN_INDCi2030_1600,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,140.4145,142.9706,135.1247,132.3107,130.196,120.1699,105.0546,94.3752,83.2739,74.8346,66.99,59.5579,52.6492,3
POL,EN_INDCi2030_1600,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,35.8479,35.149,32.4197,31.5043,31.8827,30.1634,26.905,24.2699,21.5346,19.2374,17.0922,15.056,13.1464,3
POL,EN_INDCi2030_1600,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,11350.7324,9553.2916,7154.0236,4585.5289,2835.22,1065.1016,-1232.8817,-4058.2377,-6288.6433,-6540.3901,-6805.3569,-7053.588,-7303.5042,3
POL,EN_INDCi2030_1600,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.3243,6.9479,6.5585,6.1728,5.7952,5.4304,5.0895,4.757,4.4321,4.0947,3.7657,3.444,3.1316,3
POL,EN_INDCi2030_1600,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,5.6085,5.1049,3.8193,2.6926,1.7012,1.134,0.8238,0.7726,0.6364,0.5731,0.519,0.4721,0.4276,3
POL,EN_INDCi2030_1600,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.3163,0.2465,0.1682,0.106,0.0601,0.0341,0.0196,0.0137,0.0087,0.0063,0.0047,0.0034,0.0025,3
POL,EN_INDCi2030_1600f,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,32812.2633,30648.9598,27961.6711,24963.0589,21808.5174,17924.6646,12940.7663,7011.929,2004.625,-1507.769,-2994.5898,-3012.2589,-3018.3395,3
POL,EN_INDCi2030_1600f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,2.83,-1016.3137,-1515.6603,-1479.3246,-1326.3142,-1293.5753,-1546.8944,-2095.407,-2555.3057,-2565.5293,-2375.993,-2151.369,-1926.848,3
POL,EN_INDCi2030_1600f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,32716.4401,31569.1862,29378.7131,26341.972,23033.2999,19116.0553,14384.5499,9002.7676,4453.8095,950.1742,-727.9668,-972.3977,-1205.0266,3
POL,EN_INDCi2030_1600f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,4765.0293,4800.5416,4633.7782,4321.5946,3673.9107,2775.3166,1972.3799,1432.145,1087.7076,850.9973,759.5366,760.4207,758.8928,3
POL,EN_INDCi2030_1600f,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,145.4567,144.7567,135.2994,131.75,130.1088,123.185,108.8705,97.493,86.8758,75.957,66.9809,59.5058,52.6041,3
POL,EN_INDCi2030_1600f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,36.8042,35.4562,32.5836,31.3939,31.6733,30.8382,27.7789,25.0786,22.4335,19.6394,17.2726,15.2039,13.2915,3
POL,EN_INDCi2030_1600f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,11985.0612,10156.0827,7859.6864,5297.6254,3331.0699,1705.1055,-347.1233,-3014.594,-5476.3728,-7302.3407,-8282.3682,-8553.8306,-8786.0811,3
POL,EN_INDCi2030_1600f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.3372,6.9545,6.5622,6.1763,5.7992,5.4314,5.0816,4.7523,4.4238,4.0977,3.7726,3.4533,3.1411,3
POL,EN_INDCi2030_1600f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,6.7356,5.7239,4.1325,2.9399,1.9226,1.2297,0.8912,0.7679,0.6752,0.5537,0.4751,0.4319,0.3906,3
POL,EN_INDCi2030_1600f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.3576,0.2654,0.177,0.1124,0.0658,0.0365,0.0214,0.014,0.0094,0.0061,0.0042,0.0031,0.0023,3
POL,EN_INDCi2030_1800,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,34750.2409,32438.7524,29886.1253,27084.7125,24146.8433,20516.0706,16260.8929,10739.3328,5209.1881,1758.5846,608.9086,608.9086,608.9086,3
POL,EN_INDCi2030_1800,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,36.4834,-849.0146,-1247.4432,-1208.0865,-1084.4078,-1071.6778,-1287.8917,-1782.7262,-2354.4048,-2567.537,-2441.8508,-2218.512,-1989.8609,3
POL,EN_INDCi2030_1800,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,34619.7841,33191.1092,31034.6076,28191.8885,25128.757,21484.7518,17444.8364,12417.0098,7456.8146,4217.8936,2940.6195,2715.1968,2484.5255,3
POL,EN_INDCi2030_1800,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,5087.6905,4967.3531,4721.6359,4474.1126,4084.3692,3208.7806,2423.7938,1733.436,1333.3518,1048.3218,963.6304,956.5044,952.5334,3
POL,EN_INDCi2030_1800,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,151.9021,145.7059,134.0606,129.5654,128.1744,127.8508,117.0796,106.7291,96.3923,85.2694,76.0337,67.699,59.904,3
POL,EN_INDCi2030_1800,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,38.2197,36.2094,33.0945,31.2331,30.9666,31.8544,29.7455,27.4531,24.866,22.0481,19.6013,17.3035,15.1436,3
POL,EN_INDCi2030_1800,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,13106.0738,11341.5472,9270.3285,6736.1303,4306.2004,2731.1552,919.9273,-1301.5292,-4134.8147,-5662.3024,-6341.9534,-6603.5544,-6870.5903,3
POL,EN_INDCi2030_1800,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.3542,6.9629,6.5662,6.181,5.8067,5.435,5.0802,4.7427,4.413,4.0828,3.7578,3.4366,3.1247,3
POL,EN_INDCi2030_1800,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,8.4126,6.2636,4.3072,3.2004,2.3459,1.4549,1.0439,0.8198,0.754,0.6289,0.5563,0.5037,0.4561,3
POL,EN_INDCi2030_1800,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.42,0.2847,0.1831,0.1196,0.0761,0.0415,0.0246,0.0153,0.0106,0.0069,0.0048,0.0036,0.0026,3
POL,EN_INDCi2030_1800f,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,34750.2409,32438.7524,29886.1253,27084.7125,24146.8433,20516.0706,16260.8929,10739.3328,5209.1881,1758.5846,608.9086,608.9086,608.9086,3
POL,EN_INDCi2030_1800f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,36.4834,-849.0146,-1247.4432,-1208.0865,-1084.4078,-1071.6778,-1287.8917,-1782.7262,-2354.4048,-2567.537,-2441.8508,-2218.512,-1989.8609,3
POL,EN_INDCi2030_1800f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,34619.7841,33191.1092,31034.6076,28191.8885,25128.757,21484.7518,17444.8364,12417.0098,7456.8146,4217.8936,2940.6195,2715.1968,2484.5255,3
POL,EN_INDCi2030_1800f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,5087.6905,4967.3531,4721.6359,4474.1126,4084.3692,3208.7806,2423.7938,1733.436,1333.3518,1048.3218,963.6304,956.5044,952.5334,3
POL,EN_INDCi2030_1800f,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,151.9021,145.7059,134.0606,129.5654,128.1744,127.8508,117.0796,106.7291,96.3923,85.2694,76.0337,67.699,59.904,3
POL,EN_INDCi2030_1800f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,38.2197,36.2094,33.0945,31.2331,30.9666,31.8544,29.7455,27.4531,24.866,22.0481,19.6013,17.3035,15.1436,3
POL,EN_INDCi2030_1800f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,13106.0738,11341.5472,9270.3285,6736.1303,4306.2004,2731.1552,919.9273,-1301.5292,-4134.8147,-5662.3024,-6341.9534,-6603.5544,-6870.5903,3
POL,EN_INDCi2030_1800f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.3542,6.9629,6.5662,6.181,5.8067,5.435,5.0802,4.7427,4.413,4.0828,3.7578,3.4366,3.1247,3
POL,EN_INDCi2030_1800f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,8.4126,6.2636,4.3072,3.2004,2.3459,1.4549,1.0439,0.8198,0.754,0.6289,0.5563,0.5037,0.4561,3
POL,EN_INDCi2030_1800f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.42,0.2847,0.1831,0.1196,0.0761,0.0415,0.0246,0.0153,0.0106,0.0069,0.0048,0.0036,0.0026,3
POL,EN_INDCi2030_800f,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,23854.9195,16285.8845,9972.4467,4357.5294,-552.6924,-4552.1218,-6000.0,-6000.0,-6000.0,-6000.0,-6000.0,-6000.0,-6000.0,3
POL,EN_INDCi2030_800f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,-105.3021,-1734.7727,-3440.26,-4301.3166,-4343.723,-3990.0055,-3538.3534,-3110.0039,-2720.4183,-2372.4129,-2070.3871,-1816.5325,-1605.5387,3
POL,EN_INDCi2030_800f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,23872.4623,17931.2689,13320.4193,8563.8813,3694.3654,-660.075,-2561.5531,-2992.2772,-3384.1427,-3734.3153,-4038.4562,-4294.3671,-4507.3618,3
POL,EN_INDCi2030_800f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,2645.2793,1855.221,1538.7604,1327.2939,978.7626,691.2409,600.8812,608.9861,614.7393,616.1927,613.9196,610.8099,609.8975,3
POL,EN_INDCi2030_800f,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,94.8446,86.1074,85.3285,83.3401,68.25,55.2371,46.162,40.1516,35.807,31.8073,28.2287,24.9987,22.1685,3
POL,EN_INDCi2030_800f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,24.9176,21.9476,21.1062,20.156,16.7268,13.7701,11.5404,9.9447,8.7341,7.6098,6.6046,5.6964,4.8955,3
POL,EN_INDCi2030_800f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,8828.3571,5297.9388,1440.6729,-2517.018,-5263.736,-7504.4737,-8538.6478,-9090.0006,-9607.017,-10072.0,-10484.0,-10837.0,-11148.0,3
POL,EN_INDCi2030_800f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.2233,6.8416,6.4943,6.149,5.8173,5.4749,5.1406,4.806,4.4733,4.1378,3.8093,3.4867,3.1726,3
POL,EN_INDCi2030_800f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,1.704,1.1705,1.0854,1.0147,0.7814,0.5712,0.4687,0.424,0.3794,0.3406,0.307,0.2781,0.2536,3
POL,EN_INDCi2030_800f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.1422,0.0845,0.0623,0.0462,0.029,0.0172,0.0114,0.0084,0.0061,0.0045,0.0034,0.0025,0.0018,3
POL,EN_INDCi2030_900f,P3b,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,36667.5978,23867.6073,17849.6982,14455.2697,8221.9732,2722.7119,-1815.5832,-5482.6109,-6000.0,-6000.0,-6000.0,-6000.0,-6000.0,-6000.0,3
POL,EN_INDCi2030_900f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1015.7545,-105.1742,-1719.9208,-3345.7861,-4022.0959,-3953.3439,-3607.5796,-3223.0137,-2869.1917,-2551.2028,-2248.5703,-1976.4116,-1742.583,-1545.7547,3
POL,EN_INDCi2030_900f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,35560.9724,23885.0144,19479.4024,17706.8073,12148.0529,6578.7081,1693.2212,-2359.5742,-3233.0212,-3553.3167,-3858.1375,-4132.4283,-4368.3203,-4567.1527,3
POL,EN_INDCi2030_900f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7626.254,6948.2792,6592.5344,4956.8744,2647.9766,2139.5176,2444.6801,1869.3335,1281.182,898.9224,614.4574,595.9677,605.4069,610.467,611.5145,609.249,608.8838,3
POL,EN_INDCi2030_900f,P3b,Primary Energy|Coal,EJ/yr,188.9912,187.4314,190.5167,147.9183,94.9153,92.2875,93.7067,85.5938,70.169,57.2572,46.3115,39.9731,35.6905,31.7362,28.1837,24.967,22.144,3
POL,EN_INDCi2030_900f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,40.0747,43.0136,45.3524,38.727,24.9352,23.3807,22.7284,20.4189,17.0381,14.0935,11.568,9.9199,8.7196,7.6035,6.6016,5.695,4.8949,3
POL,EN_INDCi2030_900f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14759.4334,16203.5947,16929.0641,14897.388,8832.6625,5657.4721,2499.5571,-1186.8546,-4030.0321,-6606.612,-8644.1176,-9251.2261,-9738.6264,-10179.0,-10561.0,-10898.0,-11200.0,3
POL,EN_INDCi2030_900f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.8392,8.5735,8.213,7.7379,7.2235,6.8544,6.5063,6.1411,5.8007,5.4716,5.1315,4.7976,4.4654,4.1304,3.8025,3.4803,3.1666,3
POL,EN_INDCi2030_900f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,41.1258,31.38,27.4403,8.6518,1.7076,1.4252,1.5256,1.1639,0.8538,0.6454,0.4714,0.4177,0.3753,0.3385,0.3065,0.2782,0.254,3
POL,EN_INDCi2030_900f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.995,2.8917,1.9365,0.5341,0.1424,0.0981,0.0862,0.0546,0.0326,0.0196,0.0116,0.0083,0.0061,0.0045,0.0033,0.0025,0.0018,3
POL,EN_INDCi2100,P1c,Emissions|CO2,Mt CO2/yr,42049.6801,42035.9062,41943.5164,41028.3926,39385.5008,37172.6205,34605.3555,31998.3102,29340.5016,26637.1103,24052.8531,21658.5095,19320.7119,17049.2854,15073.0683,13290.0532,11622.9347,1
POL,EN_INDCi2100,P1c,Emissions|CO2|AFOLU,Mt CO2/yr,2934.6175,2595.594,2135.9029,1478.2649,525.9921,-241.8658,-665.7953,-846.7865,-1110.6607,-1561.2262,-1750.3064,-1767.8349,-1824.2394,-1845.0311,-1795.981,-1718.6875,-1714.8995,1
POL,EN_INDCi2100,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39016.614,39349.4904,39715.3351,39455.9833,38763.1758,37315.5935,35170.2059,32742.8246,30347.094,28092.3056,25695.233,23316.9656,21033.9997,18781.5607,16754.5823,14892.6121,13220.066,1
